"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"2487","2310022402","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR"
"2488","2310022403","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR"
"2489","2310022409","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR"
"2490","2310022410","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Amine Unit","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Amine Unit"
"2491","2310022420","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Dehydrator","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Dehydrator"
"2492","2310022501","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Fugitives, Connectors: Gas Streams","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Fugitives, Connectors: Gas Streams"
"2493","2310022502","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Fugitives, Flanges: Gas Streams","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Fugitives, Flanges: Gas Streams"
"2494","2310022505","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Fugitives, Valves: Gas","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Fugitives, Valves: Gas"
"2495","2310022506","Industrial Processes - Oil & Gas Production","Off-Shore Gas Production /Fugitives, Other: Gas","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Gas Production","Fugitives, Other: Gas"
"2496","2310023000","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Dewatering Pump Engines","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Dewatering Pump Engines"
"2497","2310023300","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Pneumatic Devices","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Pneumatic Devices"
"2498","2310023310","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Pneumatic Pumps","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Pneumatic Pumps"
"2499","2310023400","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Dehydrators","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Dehydrators"
"2500","2310023410","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Amine Units","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Amine Units"
"2501","2310023509","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Fugitives","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Fugitives"
"2502","2310023601","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Venting - Initial Completions","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Venting - Initial Completions"
"2503","2310023602","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Venting - Recompletions","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Venting - Recompletions"
"2504","2310023603","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Venting - Blowdowns","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Venting - Blowdowns"
"2505","2310023604","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Venting - Compressor Startup ","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Venting - Compressor Startup "
"2506","2310023605","Industrial Processes - Oil & Gas Production","Coal Bed Methane NG / Venting - Compressor Shutdown","Industrial Processes","Oil and Gas Exploration and Production","Coal Bed Methane Natural Gas","Venting - Compressor Shutdown"
"2507","2310030000","Industrial Processes - Oil & Gas Production","Oil & Gas Expl & Prod /Natural Gas Liquids /Total: All Processes","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Total: All Processes"
"2508","2310030210","Industrial Processes - Oil & Gas Production","Oil & Gas Expl & Prod /Natural Gas Liquids /Gas Well Tanks - Flashing & Standing/Working/Breathing, Uncontrolled","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Gas Well Tanks - Flashing & Standing/Working/Breathing, Uncontrolled"
"2509","2310030220","Industrial Processes - Oil & Gas Production","Oil & Gas Expl & Prod /Natural Gas Liquids /Gas Well Tanks - Flashing & Standing/Working/Breathing, Controlled","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Gas Well Tanks - Flashing & Standing/Working/Breathing, Controlled"
"2510","2310030230","Industrial Processes - Oil & Gas Production","Natural Gas Liquids / Gas Well Tanks - Flaring","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Gas Well Tanks - Flaring"
"2511","2310030300","Industrial Processes - Oil & Gas Production","Natural Gas Liquids / Gas Well Water Tank Losses","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Gas Well Water Tank Losses"
"2512","2310030400","Industrial Processes - Oil & Gas Production","Natural Gas Liquids / Truck Loading","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Truck Loading"
"2513","2310030401","Industrial Processes - Oil & Gas Production","Natural Gas Liquids / Gas Plant Truck Loading","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids","Gas Plant Truck Loading"
"2514","2310031000","Industrial Processes - Oil & Gas Production","Oil & Gas Expl & Prod /Natural Gas Liquids : On-shore /Total: All Processes","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids : On-shore","Total: All Processes"
"2515","2310032000","Industrial Processes - Oil & Gas Production","Oil & Gas Expl & Prod /Natural Gas Liquids : Off-shore /Total: All Processes","Industrial Processes","Oil and Gas Exploration and Production","Natural Gas Liquids : Off-shore","Total: All Processes"
"2516","2310111000","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /All Processes","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","All Processes"
"2517","2310111100","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /Mud Degassing","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","Mud Degassing"
"2518","2310111401","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /Oil Well Pneumatic Pumps","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","Oil Well Pneumatic Pumps"
"2519","2310111700","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /Oil Well Completion: All Processes","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","Oil Well Completion: All Processes"
"2520","2310111701","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /Oil Well Completion: Flaring","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","Oil Well Completion: Flaring"
"2521","2310111702","Industrial Processes - Oil & Gas Production","On-Shore Oil Exploration /Oil Well Completion: Venting","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Oil Exploration","Oil Well Completion: Venting"
"2522","2310112000","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /All Processes","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","All Processes"
"2523","2310112100","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /Mud Degassing Activities","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","Mud Degassing Activities"
"2524","2310112401","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /Oil Well Pneumatic Pumps","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","Oil Well Pneumatic Pumps"
"2525","2310112700","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /Oil Well Completion: All Processes","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","Oil Well Completion: All Processes"
"2526","2310112701","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /Oil Well Completion: Flaring","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","Oil Well Completion: Flaring"
"2527","2310112702","Industrial Processes - Oil & Gas Production","Off-Shore Oil Exploration /Oil Well Completion: Venting","Industrial Processes","Oil and Gas Exploration and Production","Off-Shore Oil Exploration","Oil Well Completion: Venting"
"2528","2310121000","Industrial Processes - Oil & Gas Production","On-Shore Gas Exploration /All Processes","Industrial Processes","Oil and Gas Exploration and Production","On-Shore Gas Exploration","All Processes"
